Motif Orientation	Motif Position	Positional Enrichment Coefficient	Standard Error	95% CI Upper	95% CI Lower	P-value	Adjusted P-value
+	-45.0	-0.000741373290786201	0.0018838483565710522	0.0029573151459534913	-0.004440061727525893	0.6940394518938774	0.8963510112363936
+	-44.0	-0.00013701851633862066	0.0025953471529681386	0.004958604212807775	-0.005232641245485016	0.9579112216666716	0.9709558566390528
+	-43.0	0.001175941109478037	0.002595508828072395	0.006271881266424039	-0.003919999047467966	0.6506408232936689	0.8811368997071212
+	-42.0	0.0017918601109396001	0.0018923500607888816	0.005507240525551812	-0.0019235203036726124	0.34401908431064454	0.7528533584189467
+	-41.0	0.0022606220100762037	0.0020733941985795587	0.006331458773735919	-0.001810214753583512	0.2759571922007962	0.7068563520551427
+	-40.0	0.0034339859300833975	0.002369573492116688	0.008086331775610762	-0.0012183599154439663	0.14773084454208799	0.7068563520551427
+	-39.0	0.004801888057246708	0.0026920200185280795	0.01008731524105944	-0.000483539126566024	0.07489881661504807	0.6462697890784148
+	-38.0	0.0019952921994400483	0.00323002411852084	0.008337019661680588	-0.004346435262800491	0.536952895854184	0.849677600487833
+	-37.0	-0.0026408526058344273	0.0028653020714949954	0.0029847910945400903	-0.008266496306208945	0.3570210672639317	0.7592983261528687
+	-36.0	-0.0031542613590681856	0.0018864558727761324	0.0005495465927336939	-0.006858069310870065	0.09496128949924854	0.7044923087259152
+	-35.0	-0.002331634308982825	0.0017984944691864385	0.0011994729977794633	-0.005862741615745113	0.19525350897539082	0.7068563520551427
+	-34.0	-0.0016604900683464545	0.0023644356613841387	0.002981768322395008	-0.006302748459087917	0.4827402134017844	0.8469332729998189
+	-33.0	-0.0008510605935546769	0.0026434322499169806	0.004338970898082512	-0.006041092085191865	0.7475847965726694	0.8963510112363936
+	-32.0	-0.0019133434538198342	0.0026714699684739795	0.0033317364099740665	-0.0071584233176137345	0.4740989352456324	0.8469332729998189
+	-31.0	-0.0029561705022756704	0.002734635004196467	0.002412925600096085	-0.008325266604647425	0.2800655711619038	0.7068563520551427
+	-30.0	-0.0021982377307782843	0.003141059175335995	0.0039688187684384976	-0.008365294229995065	0.48426062446418383	0.8469332729998189
+	-29.0	-0.0024449669749672877	0.0035079754360599776	0.00444248133607332	-0.009332415286007896	0.4860512448579224	0.8469332729998189
+	-28.0	-0.003836753855358925	0.003534325642096789	0.0031024296189893397	-0.01077593732970719	0.27804455713636783	0.7068563520551427
+	-27.0	-0.0038054190998612976	0.00335532623431175	0.0027823225838309235	-0.01039316078355352	0.25712400488743253	0.7068563520551427
+	-26.0	-0.002638154366772578	0.0031449692035552227	0.0035365789585068415	-0.008812887692051997	0.40184121523434857	0.8150306588667797
+	-25.0	-0.0017176227397040886	0.0028701506127211383	0.003917540433565176	-0.007352785912973352	0.5497382439083234	0.849677600487833
+	-24.0	-0.001643237724584546	0.002273377897565242	0.0028202407251189045	-0.006106716174287997	0.47003402581007336	0.8469332729998189
+	-23.0	-0.0017687562723834147	0.002650512350637801	0.003435176065665168	-0.006972688610431998	0.5047843627152002	0.8495694192882886
+	-22.0	-0.0017175095106902205	0.002919692125166982	0.004014921905313594	-0.007449940926694034	0.5565546410318782	0.849677600487833
+	-21.0	-0.0019497371116866152	0.003074166842791188	0.004085985091950047	-0.007985459315323278	0.52613677333657	0.849677600487833
+	-20.0	-0.0015767666197955246	0.002735209944390146	0.003793458302015842	-0.006946991541606891	0.5644833483400666	0.849677600487833
+	-19.0	-0.0008923470172833018	0.0028676552712156005	0.004737916881190273	-0.006522610915756876	0.7557593336795582	0.8985799951623094
+	-18.0	-0.00030492130876127175	0.003961216907918769	0.007472407010491008	-0.00808224962801355	0.9386641590454772	0.9674968465246898
+	-17.0	0.0009109885327578268	0.004102952143910036	0.008966595343275546	-0.007144618277759892	0.8243535655376464	0.9186523128869712
+	-16.0	0.0009697229036620122	0.004136719193854356	0.009091626874848862	-0.007152181067524837	0.8147289553243203	0.9186523128869712
+	-15.0	-0.0010188550555370155	0.004355541391278279	0.007532677515261222	-0.009570387626335252	0.8151144629485064	0.9186523128869712
+	-14.0	-0.0018380434670660834	0.004304894500827424	0.006614050596692039	-0.010290137530824205	0.6695357768486305	0.8907480379219667
+	-13.0	-0.00041482174831136383	0.004777408236626568	0.008964990878729668	-0.009794634375352395	0.9308316447809872	0.9674968465246898
+	-12.0	0.0034435665354067935	0.0062129567583169626	0.01564188984513332	-0.008754756774319732	0.5795814096042835	0.849677600487833
+	-11.0	0.003595935668270839	0.0063102730213394215	0.015985326658945448	-0.008793455322403769	0.5689599394435498	0.849677600487833
+	-10.0	-0.001506942484889163	0.005997424688806488	0.010268211958583186	-0.013282096928361511	0.8016832412129267	0.9186523128869712
+	-9.0	-0.0016659193253973086	0.006001563391184723	0.01011736091576788	-0.013449199566562497	0.7814162944562457	0.9111495016439621
+	-8.0	0.0016270868076798703	0.005773852424540367	0.012963286520145119	-0.009709112904785377	0.7781783806009124	0.9111495016439621
+	-7.0	0.002899638555187461	0.006738294995009846	0.016129394386887208	-0.010330117276512285	0.6670940437689519	0.8907480379219667
+	-6.0	0.0017793005345848596	0.007431378636670635	0.01636983492479355	-0.01281123385562383	0.8108418794411225	0.9186523128869712
+	-5.0	-0.0031053936982238	0.007956060518066656	0.012515284546673174	-0.018726071943120773	0.6964204932245921	0.8963510112363936
+	-4.0	-0.0066393593647864485	0.007964513542458746	0.008997915281548804	-0.0222766340111217	0.4047816260243432	0.8150306588667797
+	-3.0	-0.0056422315909960535	0.007571010269443149	0.00922245114227716	-0.020506914324269265	0.4563765581480005	0.8469332729998189
+	-2.0	-0.0048141791297633026	0.007509935549977707	0.009930591425931497	-0.019558949685458103	0.5217062393418677	0.849677600487833
+	-1.0	-0.0038915213315883633	0.007558532348542314	0.010948662645407845	-0.018731705308584572	0.6068198214051128	0.8563532059081499
+	0.0	-0.0028204829565291437	0.00785463526529561	0.012601060146566664	-0.018242026059624952	0.7196399778625736	0.8963510112363936
+	1.0	-0.004295807218217063	0.007716694240832717	0.010854906828838592	-0.01944652126527272	0.577917623769668	0.849677600487833
+	2.0	-0.007632429560481369	0.007241129618388261	0.00658457590869309	-0.021849435029655827	0.2922299995896712	0.7068563520551427
+	3.0	-0.006144218288105855	0.007127922465997542	0.007850519829217669	-0.020138956405429377	0.3889874834925521	0.8083642828053828
+	4.0	-0.003242401678703081	0.007108264073682595	0.01071373977127906	-0.017198543128685222	0.648427341242567	0.8811368997071212
+	5.0	-0.006336562890039063	0.006569135592968994	0.006561070707876892	-0.01923419648795502	0.33508119542502157	0.7528533584189467
+	6.0	-0.007836719823923083	0.0065790474232877375	0.005080374348969083	-0.02075381399681525	0.23399437508374593	0.7068563520551427
+	7.0	-0.001754118561636528	0.007093422374592261	0.012172883164537424	-0.01568112028781048	0.8047580275957276	0.9186523128869712
+	8.0	0.005027921161672036	0.0065210380496403845	0.01783112156026779	-0.0077752792369237145	0.44094959269801914	0.8469332729998189
+	9.0	0.00565839570811352	0.005949631320733341	0.01733971416036694	-0.006022922744139902	0.3419082853838974	0.7528533584189467
+	10.0	0.00289312735975647	0.005571345268533283	0.013831730910265362	-0.008045476190752422	0.6037252073085184	0.8563532059081499
+	11.0	0.0016491512623164133	0.0050622623259813345	0.011588237422590348	-0.008289934897957521	0.7446933153945134	0.8963510112363936
+	12.0	0.003952401653027228	0.0049540248470405016	0.013678977761531923	-0.005774174455477466	0.4252484457726954	0.8339287702815195
+	13.0	0.0046729424305893864	0.004605119614367163	0.013714489011581696	-0.004368604150402923	0.3105872495220724	0.7271112353152392
+	14.0	-0.0009559595351801181	0.004253650308410761	0.007395523297700287	-0.009307442368060524	0.8222483860523102	0.9186523128869712
+	15.0	-0.002370805961171989	0.0037992901142352518	0.005088600399390528	-0.009830212321734507	0.5328230091599006	0.849677600487833
+	16.0	0.005585587545054415	0.0037711223944793936	0.012989690293207306	-0.0018185152030984753	0.13901859687586432	0.7068563520551427
+	17.0	0.007322141567001063	0.003981973326386318	0.015140222383505188	-0.0004959392495030614	0.06636596344048382	0.626328779969566
+	18.0	-0.0004411415996327206	0.0034969652495255455	0.006424689658485765	-0.007306972857751205	0.8996496449024051	0.9533129570544783
+	19.0	-0.005218474035054578	0.00350703869509683	0.0016671351083287567	-0.012104083178437912	0.1372024758426704	0.7068563520551427
+	20.0	-0.003970587431252101	0.003080480550220739	0.0020775309063839785	-0.010018705768888182	0.1978422516327739	0.7068563520551427
+	21.0	-0.002144816364739882	0.002050778933742027	0.001881618301343022	-0.006171251030822786	0.2959902558205393	0.7068563520551427
+	22.0	-0.002354383675147433	0.0027039022370201437	0.002954372681624532	-0.007663140031919398	0.3841979508904434	0.8057484803396799
+	23.0	-0.002441889041605035	0.0034103945829958974	0.0042539721007463435	-0.009137750183956413	0.47422239314151227	0.8469332729998189
+	24.0	-0.00103284003163396	0.0029635264428977126	0.004785654301035893	-0.006851334364303812	0.7275568678949023	0.8963510112363936
+	25.0	0.000680799010536149	0.0027373903883734546	0.006055304947281596	-0.004693706926209297	0.8036631743665419	0.9186523128869712
+	26.0	0.0012977620219318006	0.0030112658522267323	0.007209986404924505	-0.004614462361060905	0.6666240184446449	0.8907480379219667
+	27.0	0.0016888359487725458	0.0024533185692634752	0.00650560423700676	-0.0031279323394616675	0.4914369701152542	0.8469332729998189
+	28.0	0.003284420992794426	0.0021702470197526445	0.007545415530294574	-0.0009765735447057225	0.13063433539288494	0.7044923087259152
+	29.0	0.00634630674543786	0.002529864912101436	0.011313363708523169	0.0013792497823525516	0.012348227722055972	0.18645823860304517
+	30.0	0.01240450755844444	0.0022718974871739446	0.0168650794170856	0.00794393569980328	6.624774454844022e-08	5.001704713407237e-06
+	31.0	0.014107488749782807	0.001789932573662775	0.017621785900961452	0.010593191598604161	1.2439247853257764e-14	3.756652851683844e-12
+	32.0	0.010585182556623773	0.0023322873460155293	0.015164321959098597	0.0060060431541489505	6.669470544349978e-06	0.00022379778937707705
+	33.0	0.006345061671496344	0.002581756902392228	0.011414001731370457	0.0012761216116222301	0.01422688646518804	0.20459617678508515
+	34.0	0.0024470158447989217	0.00215969564493741	0.006687294145833068	-0.0017932624562352248	0.25758760048273105	0.7068563520551427
+	35.0	0.0024080512867743343	0.0020729075904940522	0.006477932659469162	-0.001661830085920493	0.2457633381173985	0.7068563520551427
+	36.0	0.003586854128664676	0.001988473466100077	0.007490960205023725	-0.00031725194769437236	0.07169008955430237	0.642949518622747
+	37.0	0.0030435170198549496	0.0013312219480921346	0.005657196198950148	0.00042983784075975194	0.022537881970492453	0.29593218935168353
+	38.0	0.0013328988416370017	0.0012769311133003906	0.0038399851083224822	-0.0011741874250484788	0.29692547970990046	0.7068563520551427
+	39.0	-0.000591218016096785	0.0016573011547943274	0.0026626747911727695	-0.0038451108233663396	0.721397703753204	0.8963510112363936
+	40.0	-0.0020143618302647455	0.001705644266878865	0.0013344463182738643	-0.005363169978803355	0.2380059201879575	0.7068563520551427
+	41.0	-0.00033084991251932543	0.0017310132975823993	0.0030677669906290493	-0.0037294668156677003	0.8484787181924137	0.9342422881837507
+	42.0	0.002539033381273401	0.0020009016450926544	0.006467540552215904	-0.0013894737896691027	0.20488379990083563	0.7068563520551427
+	43.0	0.0027283992269089906	0.002012374142338273	0.006679431137040233	-0.0012226326832222522	0.17559775249465634	0.7068563520551427
+	44.0	0.0014845566988588347	0.0017912673581523657	0.005001474523798174	-0.002032361126080504	0.40751532943338986	0.8150306588667797
+	45.0	0.0005442822608154298	0.0020343751561177617	0.004538510267372854	-0.003449945745741994	0.7891303619098124	0.9137906691647615
+	46.0	-0.0006785807883199476	0.0020653169626611055	0.003376397385136265	-0.00473355896177616	0.7425867407191309	0.8963510112363936
+	47.0	-0.0017697653524784006	0.002071971673746643	0.002298278470798333	-0.005837809175755134	0.39331740057399633	0.8083642828053828
+	48.0	-0.0012365246024416622	0.001998693031145925	0.002687646245549211	-0.005160695450432535	0.5363378621061976	0.849677600487833
+	49.0	0.002476876444503962	0.001341443528337665	0.005110624351810471	-0.000156871462802547	0.06525351386008486	0.626328779969566
+	50.0	0.008578952364778293	0.0012323472044381781	0.010998503991216258	0.006159400738340329	7.779864607447085e-12	7.831730371496732e-10
+	51.0	0.008108577828954007	0.001670166679869736	0.011387730402309837	0.004829425255598176	1.486972089257171e-06	6.415222442223795e-05
+	52.0	0.0015378485383658182	0.002112904221387313	0.005686258034450959	-0.0026105609577193223	0.46695783288516957	0.8469332729998189
+	53.0	0.0009047686426178373	0.0026476463780329635	0.006103074020462033	-0.004293536735226358	0.7326602324921165	0.8963510112363936
+	54.0	0.004272828236024524	0.003001987128925856	0.01016683506638835	-0.0016211785943393026	0.15508637004151893	0.7068563520551427
+	55.0	0.0040119643278197364	0.002565604284512237	0.00904919084728737	-0.001025262191647898	0.11832947270471716	0.7044923087259152
+	56.0	0.004029320896354832	0.0015331357640828852	0.007039431292335405	0.0010192105003742594	0.008773623999186148	0.15586084986789508
+	57.0	0.008411890427359365	0.0019283184267482709	0.012197889997063532	0.004625890857655198	1.4813469777636053e-05	0.00044736678728460875
+	58.0	0.008341298836751544	0.0019342777984088346	0.012138998848783925	0.004543598824719162	1.8479535691482706e-05	0.000507347252620707
+	59.0	0.003072962764197958	0.0013959461166350232	0.005813719334067281	0.00033220619432863504	0.028037967174062806	0.3386986434626787
+	60.0	0.00022205598426401944	0.00165251285395673	0.0034665475927173972	-0.0030224356241893586	0.8931449913847783	0.9531087893929436
+	61.0	-0.0016738261488914619	0.0016822336871574486	0.0016290184059157592	-0.004976670703698683	0.3200800177165587	0.7404218441396451
+	62.0	-0.0030180003490370166	0.001677213173292222	0.0002749870872208091	-0.006310987785294842	0.07238504514295827	0.642949518622747
+	63.0	-0.00214244208875194	0.0016858794363470043	0.0011675604150078217	-0.005452444592511702	0.20421758693032846	0.7068563520551427
+	64.0	-0.00037703426521720274	0.0016510294355209117	0.002864544846274161	-0.003618613376708567	0.8194308269648359	0.9186523128869712
+	65.0	0.0004124049722246094	0.0012094394096244163	0.002786980156958376	-0.0019621702125091575	0.7332148256585308	0.8963510112363936
+	66.0	0.00021483138721928102	0.000421053124240775	0.0010415138091086557	-0.0006118510346700937	0.6100558796356979	0.8569157006975849
+	67.0	3.153499848110102e-05	5.653025244843454e-05	0.00014252471287487447	-7.945471591267241e-05	0.5771305485581584	0.849677600487833
+	68.0	1.6108135550884023e-06	2.8112518834520244e-06	7.13033682128847e-06	-3.908709711111666e-06	0.5668373619616209	0.849677600487833
+	69.0	2.976748143606548e-08	5.1480784195346e-08	1.308432291486899e-07	-7.130826627655892e-08	0.5632986588970182	0.849677600487833
+	70.0	2.0121750587357573e-10	3.468637898640377e-10	8.822389289720939e-10	-4.798039172249425e-10	0.562030852752524	0.849677600487833
+	71.0	4.991125785239192e-13	8.597832826486512e-13	2.1871839535590995e-12	-1.1889587965112613e-12	0.5617582757896842	0.849677600487833
+	72.0	2.1304572689340162e-16	7.986429340391758e-16	1.7810760701590636e-15	-1.3549846163722604e-15	0.789732995536433	0.9137906691647615
+	73.0	-2.4492127076447545e-16	1.5524991730167948e-16	5.989151946122116e-17	-5.497340609901721e-16	0.1151120821080608	0.7044923087259152
+	74.0	-2.4492127076447545e-16	1.552611491035587e-16	5.99135716267203e-17	-5.497561131556712e-16	0.11513832170997756	0.7044923087259152
+	75.0	-2.4492127076447545e-16	1.552611491035587e-16	5.99135716267203e-17	-5.497561131556712e-16	0.11513832170997756	0.7044923087259152
